transaction_id,timestamp,customer_id,employee_id,total_amount,payment_method
4188,2025-02-03 13:05:54,290,3,72000,Credit Card
4189,2025-02-03 12:42:38,118,3,43000,Cash
4190,2025-02-03 20:05:07,110,5,50000,QRIS
4191,2025-02-03 13:25:25,331,3,81000,QRIS
4192,2025-02-03 19:52:19,136,5,76000,Debit Card
4193,2025-02-03 09:03:24,388,3,35000,Credit Card
4194,2025-02-03 09:13:36,185,2,88000,E-Wallet
4195,2025-02-03 10:08:09,437,9,102000,E-Wallet
4196,2025-02-03 09:00:46,206,9,56000,Debit Card
4197,2025-02-03 12:05:49,121,9,93000,E-Wallet
4198,2025-02-03 16:07:08,104,5,23000,QRIS
4199,2025-02-03 09:16:54,14,12,41000,QRIS
4200,2025-02-03 21:45:15,382,12,127000,Cash
4201,2025-02-03 14:42:32,435,5,73000,Cash
4202,2025-02-03 06:34:11,420,3,104000,Credit Card
4203,2025-02-04 12:22:38,169,3,15000,E-Wallet
4204,2025-02-04 14:10:36,140,2,130000,Credit Card
4205,2025-02-04 17:17:55,9,3,92000,Debit Card
4206,2025-02-04 12:04:10,391,13,27000,QRIS
4207,2025-02-04 16:47:15,185,2,20000,Cash
4208,2025-02-04 15:57:45,11,1,117000,Credit Card
4209,2025-02-04 12:51:24,380,2,78000,Cash
4210,2025-02-04 19:42:05,343,3,114000,QRIS
4211,2025-02-04 19:43:40,482,13,21000,Credit Card
4212,2025-02-04 19:24:02,30,1,69000,E-Wallet
4213,2025-02-04 15:58:19,119,9,78000,Debit Card
4214,2025-02-04 17:08:03,424,3,87000,Credit Card
4215,2025-02-04 09:00:56,290,13,81000,QRIS
4216,2025-02-04 10:06:15,393,1,76000,Debit Card
4217,2025-02-04 21:28:22,247,4,77000,Credit Card
4218,2025-02-04 08:48:54,171,1,32000,E-Wallet
4219,2025-02-04 21:37:50,306,9,55000,Debit Card
4220,2025-02-04 07:42:13,172,2,78000,E-Wallet
4221,2025-02-04 17:58:12,322,15,88000,Credit Card
4222,2025-02-04 09:50:36,237,3,27000,Cash
4223,2025-02-04 16:02:23,198,9,32000,Cash
4224,2025-02-04 12:38:21,165,3,80000,Debit Card
4225,2025-02-04 16:40:54,18,2,109000,Credit Card
4226,2025-02-04 16:37:36,398,9,31000,Cash
4227,2025-02-04 09:10:01,245,2,83000,QRIS
4228,2025-02-04 07:32:42,241,13,73000,Credit Card
4229,2025-02-04 12:04:01,199,4,25000,Debit Card
4230,2025-02-04 08:31:40,89,4,29000,QRIS
4231,2025-02-04 19:47:48,183,9,133000,QRIS
4232,2025-02-04 20:42:59,223,3,127000,Cash
4233,2025-02-04 12:44:21,2,4,90000,Credit Card
4234,2025-02-04 14:57:22,188,4,30000,Debit Card
4235,2025-02-04 09:34:44,281,4,53000,Credit Card
4236,2025-02-04 08:23:56,108,9,23000,Credit Card
4237,2025-02-04 16:41:09,210,2,60000,QRIS
4238,2025-02-04 06:10:59,274,9,22000,Debit Card
4239,2025-02-04 17:02:53,280,4,102000,Debit Card
4240,2025-02-04 08:22:45,53,13,23000,QRIS
4241,2025-02-04 14:14:22,73,3,87000,Cash
4242,2025-02-04 13:08:21,303,9,61000,QRIS
4243,2025-02-04 08:00:20,50,4,111000,Cash
4244,2025-02-04 17:12:04,140,2,59000,E-Wallet
4245,2025-02-04 11:24:33,68,15,27000,Cash
4246,2025-02-04 11:40:36,206,9,114000,E-Wallet
4247,2025-02-04 06:47:13,250,13,79000,Cash
4248,2025-02-04 14:13:13,205,3,49000,Credit Card
4249,2025-02-04 12:44:05,372,9,60000,Credit Card
4250,2025-02-04 13:54:55,72,15,39000,Credit Card
4251,2025-02-04 18:17:23,333,3,55000,Debit Card
4252,2025-02-04 17:32:35,424,13,115000,Credit Card
4253,2025-02-04 12:06:44,441,1,118000,QRIS
4254,2025-02-04 11:45:56,209,15,70000,Credit Card
4255,2025-02-04 13:08:31,237,15,84000,Credit Card
4256,2025-02-04 19:16:21,1,1,28000,QRIS
4257,2025-02-04 15:57:36,148,15,86000,Credit Card
4258,2025-02-04 19:48:01,318,4,32000,E-Wallet
4259,2025-02-04 09:22:29,56,9,124000,Cash
4260,2025-02-04 16:29:13,346,4,66000,Credit Card
4261,2025-02-04 16:20:49,359,1,113000,Credit Card
4262,2025-02-04 07:22:11,43,13,108000,Credit Card
4263,2025-02-04 20:45:49,182,1,109000,QRIS
4264,2025-02-04 10:09:43,54,4,76000,Cash
4265,2025-02-04 16:28:09,428,9,57000,E-Wallet
4266,2025-02-04 11:18:49,448,15,53000,Credit Card
4267,2025-02-04 08:44:55,198,1,80000,Debit Card
4268,2025-02-04 07:54:42,87,1,85000,E-Wallet
4269,2025-02-04 13:52:31,76,15,136000,Cash
4270,2025-02-04 18:28:10,78,15,66000,Cash
4271,2025-02-04 16:39:24,216,4,59000,Credit Card
4272,2025-02-04 12:10:21,219,2,111000,Debit Card
4273,2025-02-04 15:36:59,317,9,50000,Cash
4274,2025-02-04 07:43:03,119,9,57000,Credit Card
4275,2025-02-04 09:18:31,228,9,66000,Credit Card
4276,2025-02-04 14:25:17,289,4,96000,Debit Card
4277,2025-02-04 17:28:10,332,2,74000,Credit Card
4278,2025-02-04 19:50:22,299,15,80000,QRIS
4279,2025-02-04 11:34:59,80,2,73000,Cash
4280,2025-02-04 07:50:52,195,4,61000,Cash
4281,2025-02-04 13:25:04,309,9,65000,Debit Card
4282,2025-02-04 16:13:00,296,15,78000,Cash
4283,2025-02-04 09:10:30,113,1,56000,Credit Card
4284,2025-02-04 18:12:48,215,2,140000,Credit Card
4285,2025-02-04 16:48:20,102,3,106000,QRIS
4286,2025-02-04 13:54:57,216,9,56000,E-Wallet
4287,2025-02-04 13:19:29,62,3,82000,Cash
4288,2025-02-04 08:27:04,260,2,121000,QRIS
4289,2025-02-04 15:00:05,401,3,118000,QRIS
4290,2025-02-04 19:33:06,125,13,98000,Cash
4291,2025-02-04 08:42:33,427,4,97000,Cash
4292,2025-02-04 14:56:21,356,9,21000,E-Wallet
4293,2025-02-04 16:20:47,453,15,71000,E-Wallet
4294,2025-02-04 19:55:59,128,3,34000,Credit Card
4295,2025-02-04 08:22:22,192,15,26000,Credit Card
4296,2025-02-04 12:09:15,41,2,83000,Credit Card
4297,2025-02-04 13:50:20,160,1,89000,Credit Card
4298,2025-02-04 12:32:41,82,4,52000,Credit Card
4299,2025-02-04 14:39:10,448,1,56000,E-Wallet
4300,2025-02-04 15:18:57,379,9,15000,Cash
4301,2025-02-04 11:22:23,103,9,30000,E-Wallet
4302,2025-02-04 09:37:25,444,4,91000,Credit Card
4303,2025-02-04 17:24:42,114,1,64000,QRIS
4304,2025-02-04 13:07:35,473,1,70000,Cash
4305,2025-02-04 07:49:21,286,1,51000,E-Wallet
4306,2025-02-04 11:45:51,120,2,27000,Credit Card
4307,2025-02-04 14:25:34,472,1,25000,Credit Card
4308,2025-02-04 18:36:21,425,3,26000,Cash
4309,2025-02-04 12:04:06,107,4,69000,Credit Card
4310,2025-02-04 09:39:36,93,15,35000,Debit Card
4311,2025-02-04 09:04:34,195,15,30000,Debit Card
4312,2025-02-04 12:13:07,455,2,41000,Debit Card
4313,2025-02-04 09:09:15,213,9,74000,Cash
4314,2025-02-04 09:55:56,247,2,15000,QRIS
4315,2025-02-04 16:46:48,352,4,80000,E-Wallet
4316,2025-02-04 10:19:38,407,15,86000,Credit Card
4317,2025-02-04 12:20:39,108,13,32000,QRIS
4318,2025-02-04 09:07:45,131,15,114000,QRIS
4319,2025-02-04 12:12:14,498,2,103000,E-Wallet
4320,2025-02-04 19:22:05,308,2,45000,Credit Card
4321,2025-02-04 20:12:54,13,4,32000,Cash
4322,2025-02-04 08:48:14,462,2,72000,E-Wallet
4323,2025-02-04 17:02:12,91,15,38000,Credit Card
4324,2025-02-04 11:58:03,31,4,104000,Debit Card
4325,2025-02-05 07:13:06,276,12,97000,Debit Card
4326,2025-02-05 08:25:19,194,5,66000,Debit Card
4327,2025-02-05 18:47:56,432,12,97000,E-Wallet
4328,2025-02-05 15:50:13,460,9,120000,Credit Card
4329,2025-02-05 19:21:19,438,11,93000,Credit Card
4330,2025-02-05 12:07:02,495,4,79000,E-Wallet
4331,2025-02-05 10:31:31,117,11,104000,Cash
4332,2025-02-05 17:57:47,162,7,26000,E-Wallet
4333,2025-02-05 10:31:45,193,9,100000,Cash
4334,2025-02-05 12:28:32,161,15,112000,Credit Card
4335,2025-02-05 16:29:01,464,4,78000,Debit Card
4336,2025-02-05 11:29:50,84,9,46000,Debit Card
4337,2025-02-05 07:29:50,403,11,15000,E-Wallet
4338,2025-02-05 10:51:21,208,12,98000,Credit Card
4339,2025-02-05 19:58:57,440,1,71000,Debit Card
4340,2025-02-05 09:06:22,495,7,19000,QRIS
4341,2025-02-05 21:14:02,146,5,105000,E-Wallet
4342,2025-02-05 07:14:11,483,1,75000,QRIS
4343,2025-02-05 11:57:47,67,15,102000,Cash
4344,2025-02-05 08:56:07,202,9,19000,E-Wallet
4345,2025-02-05 17:59:12,281,4,68000,Cash
4346,2025-02-05 10:40:17,434,8,63000,Credit Card
4347,2025-02-05 09:18:35,15,5,32000,QRIS
4348,2025-02-05 18:44:45,80,4,122000,Cash
4349,2025-02-05 08:19:14,298,11,32000,QRIS
4350,2025-02-05 19:45:05,194,12,32000,Cash
4351,2025-02-05 12:59:31,235,11,88000,Credit Card
4352,2025-02-05 15:19:55,361,12,29000,Debit Card
4353,2025-02-05 07:38:51,269,7,139000,E-Wallet
4354,2025-02-05 10:14:29,398,11,34000,Cash
4355,2025-02-05 07:26:29,20,7,23000,Cash
4356,2025-02-05 11:04:31,322,12,144000,QRIS
4357,2025-02-05 20:13:56,48,4,119000,Debit Card
4358,2025-02-05 16:04:50,33,9,75000,Credit Card
4359,2025-02-05 15:02:00,129,12,60000,E-Wallet
4360,2025-02-05 19:31:18,166,11,91000,QRIS
4361,2025-02-05 17:03:59,312,4,32000,E-Wallet
4362,2025-02-05 16:09:42,61,1,68000,Debit Card
4363,2025-02-05 08:27:35,39,9,101000,Credit Card
4364,2025-02-05 13:16:10,298,9,93000,Cash
4365,2025-02-05 16:30:51,173,8,30000,Debit Card
4366,2025-02-05 11:57:28,85,5,89000,E-Wallet
4367,2025-02-05 08:21:38,74,13,22000,Cash
4368,2025-02-05 10:58:36,183,15,73000,QRIS
4369,2025-02-05 11:16:29,333,11,30000,QRIS
4370,2025-02-05 07:22:13,25,4,78000,Debit Card
4371,2025-02-05 12:10:25,366,11,67000,Debit Card
4372,2025-02-05 07:35:35,218,7,47000,QRIS
4373,2025-02-05 07:16:14,88,9,139000,QRIS
4374,2025-02-05 19:01:07,313,13,41000,Cash
4375,2025-02-05 08:41:06,230,11,67000,E-Wallet
4376,2025-02-05 08:42:53,368,4,61000,E-Wallet
4377,2025-02-05 15:37:06,194,12,25000,QRIS
4378,2025-02-05 08:58:44,333,1,92000,Credit Card
4379,2025-02-05 12:37:09,212,5,30000,Cash
4380,2025-02-05 08:05:07,452,4,79000,E-Wallet
4381,2025-02-05 16:53:15,491,9,50000,Credit Card
4382,2025-02-05 11:14:30,127,1,80000,Cash
4383,2025-02-05 16:25:30,440,1,62000,QRIS
4384,2025-02-05 11:52:03,390,5,23000,Credit Card
4385,2025-02-05 19:43:07,64,12,54000,E-Wallet
4386,2025-02-05 12:11:34,115,11,117000,QRIS
4387,2025-02-05 11:36:58,396,11,42000,Debit Card
4388,2025-02-05 08:49:23,70,12,101000,QRIS
4389,2025-02-05 09:38:47,120,5,58000,QRIS
4390,2025-02-05 08:12:48,372,4,61000,E-Wallet
4391,2025-02-05 10:46:57,187,9,107000,Debit Card
4392,2025-02-05 10:46:11,126,5,30000,E-Wallet
4393,2025-02-05 18:08:35,407,12,22000,E-Wallet
4394,2025-02-05 07:36:42,425,13,80000,Debit Card
4395,2025-02-05 18:02:42,148,7,45000,Cash
4396,2025-02-05 20:36:19,274,8,115000,E-Wallet
4397,2025-02-05 11:12:46,310,5,124000,Debit Card
4398,2025-02-05 14:32:32,266,13,74000,Debit Card
4399,2025-02-05 18:07:22,287,13,95000,Cash
4400,2025-02-05 18:28:34,413,9,55000,Cash
4401,2025-02-05 19:33:16,493,12,53000,Credit Card
4402,2025-02-05 12:08:15,430,11,82000,E-Wallet
4403,2025-02-05 14:27:34,407,15,76000,E-Wallet
4404,2025-02-05 09:04:09,125,4,48000,QRIS
4405,2025-02-05 16:44:52,30,15,71000,Debit Card
4406,2025-02-05 14:47:02,436,8,23000,QRIS
4407,2025-02-05 12:05:13,333,4,45000,Credit Card
4408,2025-02-05 12:45:58,480,13,20000,Debit Card
4409,2025-02-05 11:24:13,52,12,62000,Credit Card
4410,2025-02-05 19:46:38,472,9,77000,E-Wallet
4411,2025-02-05 15:12:47,158,9,20000,Debit Card
4412,2025-02-05 19:42:32,188,12,21000,Credit Card
4413,2025-02-05 12:26:20,286,5,19000,E-Wallet
4414,2025-02-05 08:43:58,128,4,20000,Credit Card
4415,2025-02-05 14:25:36,362,15,49000,Cash
4416,2025-02-05 12:14:51,372,4,72000,Debit Card
4417,2025-02-05 15:02:39,391,15,20000,E-Wallet
4418,2025-02-05 12:39:43,456,11,41000,Cash
4419,2025-02-05 17:02:50,306,1,35000,Credit Card
4420,2025-02-05 20:57:47,72,9,93000,E-Wallet
4421,2025-02-05 17:14:43,379,4,99000,E-Wallet
4422,2025-02-05 14:48:52,431,11,35000,Debit Card
4423,2025-02-05 12:56:39,113,11,98000,E-Wallet
4424,2025-02-05 08:07:23,427,9,56000,Debit Card
4425,2025-02-05 09:17:45,289,4,43000,Cash
4426,2025-02-05 10:22:47,1,4,113000,Credit Card
4427,2025-02-05 12:29:23,32,11,37000,Credit Card
4428,2025-02-05 09:35:03,244,4,91000,Cash
4429,2025-02-05 07:52:25,144,1,19000,Debit Card
4430,2025-02-05 12:08:27,284,15,104000,Cash
4431,2025-02-05 08:31:01,62,13,29000,QRIS
4432,2025-02-05 12:30:19,423,9,64000,QRIS
4433,2025-02-05 08:19:48,436,11,22000,Cash
4434,2025-02-05 09:31:31,384,11,122000,Cash
4435,2025-02-05 18:59:28,326,15,95000,Cash
4436,2025-02-05 14:57:54,494,12,84000,E-Wallet
4437,2025-02-06 19:33:02,228,4,15000,Cash
4438,2025-02-06 19:25:05,400,3,78000,E-Wallet
4439,2025-02-06 14:47:00,434,5,129000,E-Wallet
4440,2025-02-06 17:36:39,379,11,34000,QRIS
4441,2025-02-06 07:00:00,348,3,127000,Debit Card
4442,2025-02-06 09:04:04,424,12,47000,Cash
4443,2025-02-06 14:10:03,10,12,84000,E-Wallet
4444,2025-02-06 16:37:46,179,6,97000,Debit Card
4445,2025-02-06 09:34:17,186,5,113000,Credit Card
4446,2025-02-06 15:21:31,259,1,40000,Cash
4447,2025-02-06 19:27:59,199,3,33000,Credit Card
4448,2025-02-06 13:14:41,443,6,27000,Debit Card
4449,2025-02-06 08:48:31,487,12,83000,Cash
4450,2025-02-06 11:29:05,216,13,113000,Debit Card
4451,2025-02-06 17:45:31,141,6,54000,Debit Card
4452,2025-02-06 13:20:14,219,13,32000,QRIS
4453,2025-02-06 08:44:44,74,11,57000,Credit Card
4454,2025-02-06 16:26:15,98,6,41000,E-Wallet
4455,2025-02-06 14:24:10,86,7,79000,Credit Card
4456,2025-02-06 17:25:37,478,6,115000,QRIS
4457,2025-02-06 12:05:02,262,3,57000,Cash
4458,2025-02-06 14:22:57,476,6,95000,QRIS
4459,2025-02-06 20:18:27,490,5,30000,E-Wallet
4460,2025-02-06 09:00:40,308,13,131000,E-Wallet
4461,2025-02-06 12:08:01,118,3,107000,Credit Card
4462,2025-02-06 16:35:33,267,4,109000,Credit Card
4463,2025-02-06 09:17:01,297,12,83000,Debit Card
4464,2025-02-06 07:57:44,3,7,28000,Debit Card
4465,2025-02-06 08:28:24,128,1,122000,Debit Card
4466,2025-02-06 09:28:34,468,1,126000,Cash
4467,2025-02-06 16:39:57,438,13,49000,Cash
4468,2025-02-06 07:38:50,25,5,98000,Credit Card
4469,2025-02-06 11:45:38,119,3,55000,Cash
4470,2025-02-06 06:27:18,321,7,27000,Cash
4471,2025-02-06 12:30:06,251,7,23000,Credit Card
4472,2025-02-06 13:14:10,210,1,88000,Cash
4473,2025-02-06 11:44:28,209,7,122000,QRIS
4474,2025-02-06 19:52:16,221,7,117000,Credit Card
4475,2025-02-06 17:56:06,468,1,56000,QRIS
4476,2025-02-06 17:11:26,159,4,23000,Cash
4477,2025-02-06 15:27:18,98,11,30000,E-Wallet
4478,2025-02-06 06:27:11,35,3,90000,E-Wallet
4479,2025-02-06 17:25:23,270,12,85000,Credit Card
4480,2025-02-06 08:43:32,184,13,151000,Credit Card
4481,2025-02-06 21:11:26,473,5,48000,Debit Card
4482,2025-02-06 08:55:44,484,6,72000,Credit Card
4483,2025-02-06 18:43:53,123,5,86000,QRIS
4484,2025-02-06 08:34:46,231,13,134000,Cash
4485,2025-02-06 08:03:28,305,5,100000,QRIS
4486,2025-02-06 20:14:16,358,6,23000,Debit Card
4487,2025-02-06 14:45:49,116,3,35000,E-Wallet
4488,2025-02-06 09:54:06,72,3,102000,Credit Card
4489,2025-02-06 12:43:24,343,6,117000,Debit Card
4490,2025-02-06 20:39:04,351,6,60000,Credit Card
4491,2025-02-06 16:21:04,382,13,57000,Cash
4492,2025-02-06 08:51:40,73,6,23000,Credit Card
4493,2025-02-06 12:55:11,45,11,50000,Credit Card
4494,2025-02-06 18:09:36,492,4,34000,Credit Card
4495,2025-02-06 11:16:52,446,6,30000,Cash
4496,2025-02-06 18:46:33,430,3,45000,QRIS
4497,2025-02-06 15:11:49,276,6,39000,Cash
4498,2025-02-06 12:42:24,489,3,70000,Cash
4499,2025-02-06 14:49:28,126,4,61000,Cash
4500,2025-02-06 07:04:29,497,5,130000,QRIS
4501,2025-02-06 16:57:14,489,6,83000,Debit Card
4502,2025-02-06 06:36:56,6,12,37000,Cash
4503,2025-02-06 10:01:16,55,4,60000,Cash
4504,2025-02-06 12:41:45,164,7,91000,Cash
4505,2025-02-06 18:51:39,8,4,125000,E-Wallet
4506,2025-02-06 19:27:25,264,4,58000,Credit Card
4507,2025-02-06 21:00:42,496,12,47000,QRIS
4508,2025-02-06 20:38:46,417,6,90000,E-Wallet
4509,2025-02-06 18:03:35,282,5,83000,Debit Card
4510,2025-02-06 07:01:51,491,13,35000,QRIS
4511,2025-02-06 17:41:37,350,13,57000,Credit Card
4512,2025-02-06 12:40:57,50,11,122000,Cash
4513,2025-02-06 18:38:27,253,13,52000,Credit Card
4514,2025-02-06 10:27:50,121,4,46000,E-Wallet
4515,2025-02-06 12:39:44,353,3,51000,Cash
4516,2025-02-06 11:56:26,493,13,89000,Credit Card
4517,2025-02-06 17:27:05,333,12,15000,Credit Card
4518,2025-02-06 17:43:07,449,4,112000,Cash
4519,2025-02-06 11:14:44,390,5,56000,Cash
4520,2025-02-06 16:29:09,179,11,27000,Debit Card
4521,2025-02-06 19:24:02,234,6,103000,QRIS
4522,2025-02-06 11:21:41,383,3,15000,Cash
4523,2025-02-06 12:21:48,487,3,122000,Credit Card
4524,2025-02-06 10:31:03,172,12,94000,E-Wallet
4525,2025-02-06 08:19:27,284,11,117000,Cash
4526,2025-02-06 12:13:27,307,3,49000,Cash
4527,2025-02-06 07:40:13,474,1,43000,Credit Card
4528,2025-02-06 09:15:57,179,12,97000,Debit Card
4529,2025-02-06 13:49:22,481,6,32000,E-Wallet
4530,2025-02-06 09:39:15,375,5,94000,QRIS
4531,2025-02-06 09:55:38,265,3,56000,QRIS
4532,2025-02-06 19:23:06,444,11,38000,Debit Card
4533,2025-02-06 09:14:29,9,4,111000,Credit Card
4534,2025-02-06 17:34:18,88,11,62000,QRIS
4535,2025-02-06 16:54:01,5,1,30000,Debit Card
4536,2025-02-06 06:21:12,17,6,41000,E-Wallet
4537,2025-02-06 17:52:18,22,6,26000,Credit Card
4538,2025-02-06 09:44:43,148,11,92000,E-Wallet
4539,2025-02-06 09:47:50,204,5,31000,Debit Card
4540,2025-02-07 08:31:37,418,3,119000,E-Wallet
4541,2025-02-07 08:41:34,445,11,119000,Credit Card
4542,2025-02-07 08:45:53,60,3,34000,QRIS
4543,2025-02-07 06:35:40,81,4,75000,QRIS
4544,2025-02-07 11:11:50,346,1,53000,Credit Card
4545,2025-02-07 10:14:48,496,11,121000,QRIS
4546,2025-02-07 17:21:30,329,1,121000,Cash
4547,2025-02-07 10:51:34,273,11,90000,Debit Card
4548,2025-02-07 18:23:30,76,6,19000,Credit Card
4549,2025-02-07 10:24:26,357,1,54000,Cash
4550,2025-02-07 15:27:53,249,3,26000,Debit Card
4551,2025-02-07 11:42:24,273,14,51000,Debit Card
4552,2025-02-07 07:26:22,212,6,41000,Cash
4553,2025-02-07 19:18:05,332,10,39000,Credit Card
4554,2025-02-07 13:10:09,379,3,109000,E-Wallet
4555,2025-02-07 08:47:45,327,10,30000,QRIS
4556,2025-02-07 10:17:12,434,4,27000,Credit Card
4557,2025-02-07 11:49:16,390,11,101000,Debit Card
4558,2025-02-07 12:02:40,80,10,22000,E-Wallet
4559,2025-02-07 19:26:41,182,3,135000,QRIS
4560,2025-02-07 12:01:01,122,14,126000,Credit Card
4561,2025-02-07 10:35:28,437,1,83000,Credit Card
4562,2025-02-07 11:21:22,499,6,33000,E-Wallet
4563,2025-02-07 15:59:51,143,14,42000,Cash
4564,2025-02-07 10:39:50,180,11,67000,QRIS
4565,2025-02-07 10:07:35,73,10,27000,Debit Card
4566,2025-02-07 17:52:09,454,4,68000,Debit Card
4567,2025-02-07 08:29:32,202,10,20000,QRIS
4568,2025-02-07 17:19:20,461,4,115000,Credit Card
4569,2025-02-07 12:57:21,71,4,19000,Debit Card
4570,2025-02-07 10:40:00,196,6,22000,E-Wallet
4571,2025-02-07 21:25:41,420,11,132000,QRIS
4572,2025-02-07 19:31:06,417,4,62000,QRIS
4573,2025-02-07 07:31:55,31,4,25000,Credit Card
4574,2025-02-07 13:12:50,245,11,97000,Credit Card
4575,2025-02-07 11:14:22,48,10,96000,Cash
4576,2025-02-07 08:43:04,119,14,32000,Credit Card
4577,2025-02-07 09:44:09,47,14,26000,Credit Card
4578,2025-02-07 11:02:06,85,11,34000,QRIS
4579,2025-02-07 13:54:37,339,1,106000,E-Wallet
4580,2025-02-07 07:13:45,263,14,56000,E-Wallet
4581,2025-02-07 08:36:24,310,10,76000,Credit Card
4582,2025-02-07 12:36:13,124,3,90000,QRIS
4583,2025-02-07 13:59:53,262,1,129000,Debit Card
4584,2025-02-07 11:22:51,241,6,47000,Debit Card
4585,2025-02-07 18:32:24,182,3,54000,E-Wallet
4586,2025-02-07 19:57:25,178,14,27000,Credit Card
4587,2025-02-07 20:50:01,471,1,43000,E-Wallet
4588,2025-02-07 18:50:13,220,6,49000,Credit Card
4589,2025-02-07 17:39:11,464,10,91000,E-Wallet
4590,2025-02-07 12:46:01,51,11,82000,Cash
4591,2025-02-07 18:44:48,292,1,74000,E-Wallet
4592,2025-02-07 18:16:37,466,4,81000,QRIS
4593,2025-02-07 17:47:08,462,11,130000,E-Wallet
4594,2025-02-07 08:00:33,313,1,65000,Debit Card
4595,2025-02-07 16:37:02,68,14,39000,Credit Card
4596,2025-02-07 08:30:39,325,10,25000,Debit Card
4597,2025-02-07 09:51:40,212,11,68000,Debit Card
4598,2025-02-07 18:37:51,168,4,58000,E-Wallet
4599,2025-02-07 12:20:16,365,3,134000,E-Wallet
4600,2025-02-07 17:44:32,192,14,119000,Cash
4601,2025-02-07 18:52:38,93,4,75000,Cash
4602,2025-02-07 12:50:06,316,14,134000,Credit Card
4603,2025-02-07 09:17:54,122,6,28000,QRIS
4604,2025-02-07 11:28:29,442,11,66000,QRIS
4605,2025-02-07 12:27:49,487,11,47000,QRIS
4606,2025-02-07 09:55:44,259,3,88000,QRIS
4607,2025-02-07 15:35:44,109,1,15000,Cash
4608,2025-02-07 10:38:53,29,3,43000,Debit Card
4609,2025-02-07 10:38:44,354,4,52000,E-Wallet
4610,2025-02-07 12:03:47,59,6,110000,Cash
4611,2025-02-07 16:30:07,7,1,35000,QRIS
4612,2025-02-07 11:55:47,409,6,125000,Credit Card
4613,2025-02-07 09:51:47,423,6,54000,QRIS
4614,2025-02-07 13:22:04,403,11,24000,E-Wallet
4615,2025-02-07 16:26:01,334,4,24000,QRIS
4616,2025-02-07 19:55:08,268,6,95000,Credit Card
4617,2025-02-07 17:36:11,18,4,32000,QRIS
4618,2025-02-07 14:44:00,428,4,38000,QRIS
4619,2025-02-07 16:02:04,204,11,97000,QRIS
4620,2025-02-07 08:23:21,114,6,104000,Cash
4621,2025-02-07 08:39:13,471,14,93000,Debit Card
4622,2025-02-07 18:29:16,4,14,22000,Cash
4623,2025-02-07 08:06:27,323,4,84000,Credit Card
4624,2025-02-07 09:32:18,217,4,45000,Cash
4625,2025-02-07 09:27:48,304,1,82000,Credit Card
4626,2025-02-07 13:47:55,462,1,22000,E-Wallet
4627,2025-02-07 11:45:02,208,1,39000,E-Wallet
4628,2025-02-07 17:41:07,135,14,33000,Debit Card
4629,2025-02-07 10:13:58,448,10,49000,E-Wallet
4630,2025-02-07 10:35:39,231,11,49000,Cash
4631,2025-02-07 12:18:00,316,6,105000,E-Wallet
4632,2025-02-07 16:19:11,120,10,126000,Cash
4633,2025-02-07 13:11:21,390,1,76000,Debit Card
4634,2025-02-07 16:39:39,316,11,58000,Debit Card
4635,2025-02-07 09:42:38,73,1,52000,Credit Card
4636,2025-02-07 18:10:56,362,14,116000,Debit Card
4637,2025-02-07 11:36:09,441,10,22000,E-Wallet
4638,2025-02-07 19:11:23,96,11,58000,Credit Card
4639,2025-02-07 15:43:38,490,4,25000,Credit Card
4640,2025-02-07 11:53:25,166,1,43000,Cash
4641,2025-02-07 07:38:32,325,11,76000,QRIS
4642,2025-02-07 11:07:59,86,11,127000,Cash
4643,2025-02-07 12:35:54,188,11,68000,Cash
4644,2025-02-07 11:01:13,232,10,26000,Credit Card
4645,2025-02-07 19:44:18,317,1,56000,QRIS
4646,2025-02-07 08:40:55,458,10,31000,Credit Card
4647,2025-02-07 06:33:28,238,3,107000,Debit Card
4648,2025-02-07 19:33:27,36,10,92000,Debit Card
4649,2025-02-07 15:58:18,251,14,139000,Credit Card
4650,2025-02-07 12:27:36,344,1,105000,E-Wallet
4651,2025-02-07 11:23:37,259,4,60000,Cash
4652,2025-02-07 07:35:25,65,10,43000,Debit Card
4653,2025-02-07 10:16:54,157,14,57000,Cash
4654,2025-02-07 11:39:59,216,4,34000,QRIS
4655,2025-02-07 18:50:50,392,11,37000,E-Wallet
4656,2025-02-07 10:26:02,495,3,30000,E-Wallet
4657,2025-02-07 16:22:54,32,4,52000,Cash
4658,2025-02-07 18:13:18,480,14,15000,Credit Card
4659,2025-02-07 06:48:18,233,6,76000,Credit Card
4660,2025-02-07 19:40:02,38,11,80000,Debit Card
4661,2025-02-07 11:26:23,167,4,37000,Debit Card
4662,2025-02-07 16:27:18,313,6,129000,Credit Card
4663,2025-02-08 08:01:24,394,3,24000,Cash
4664,2025-02-08 16:31:49,390,13,87000,Cash
4665,2025-02-08 12:15:47,152,9,39000,QRIS
4666,2025-02-08 06:17:39,286,1,35000,E-Wallet
4667,2025-02-08 18:51:43,373,7,52000,Debit Card
4668,2025-02-08 11:32:32,131,10,116000,Credit Card
4669,2025-02-08 21:36:40,130,10,35000,Cash
4670,2025-02-08 06:13:40,438,7,76000,QRIS
4671,2025-02-08 10:26:40,110,5,15000,Debit Card
4672,2025-02-08 19:45:01,132,12,34000,Cash
4673,2025-02-08 16:16:33,128,13,81000,Debit Card
4674,2025-02-08 17:12:05,187,12,41000,QRIS
4675,2025-02-08 07:22:26,414,6,41000,Credit Card
